##用于轻量化提示，使用自定义按键上屏，键不得重码，需标明类型，用中文符号冒号分割，表情：😲	aa，将上屏 😲
一简：起	q
表情：👨‍🔧	男水管工
表情：👨‍🔧	男电工
表情：👨‍🔧	男修理工
表情：👩‍🔧	女技工
表情：👩‍🔧	女水管工
表情：👩‍🔧	女电工
表情：👩‍🔧	女修理工
表情：👩‍🏭	工厂工人
表情：👨‍🏭	男工厂工人
表情：👩‍🏭	女工厂工人
表情：👩‍💼	办公室职员
表情：👩‍💼	职员
表情：👩‍💼	白领
表情：👨‍💼	男办公室职员
表情：👨‍💼	男职员
表情：👨‍💼	男白领
表情：👩‍💼	女办公室职员
表情：👩‍💼	女职员
表情：👩‍💼	女白领
表情：👩‍🔬	科学家
表情：👩‍🔬	化学家
表情：👨‍🔬	男科学家
表情：👨‍🔬	男化学家
表情：👩‍🔬	女科学家
表情：👩‍🔬	女化学家
表情：👩‍💻	程序员
表情：👩‍💻	码农
表情：👩‍💻	码畜
表情：👩‍💻	开发人员
表情：👩‍💻	技术员
表情：👨‍💻	男程序员
表情：👨‍💻	男码农
表情：👨‍💻	男码畜
表情：👨‍💻	男开发人员
表情：👨‍💻	男技术员
表情：👩‍💻	女程序员
表情：👩‍💻	女码农
表情：👩‍💻	女码畜
表情：👩‍💻	女开发人员
表情：👩‍💻	女技术员
表情：👩‍🎤	歌手
表情：👨‍🎤	男歌手
表情：👩‍🎤	摇滚歌手
表情：👨‍🎤	摇滚男歌手
表情：👨‍🎤	男摇滚歌手
表情：👩‍🎤	朋克
表情：👩‍🎤	重金属
表情：👩‍🎤	女歌手
表情：👩‍🎤	摇滚女歌手
表情：👩‍🎤	女摇滚歌手
表情：👩‍🎨	艺术家
表情：👨‍🎨	男艺术家
表情：👩‍🎨	画家
表情：👨‍🎨	男画家
表情：👩‍🎨	漫画家
表情：👨‍🎨	男漫画家
表情：👩‍🎨	女艺术家
表情：👩‍🎨	女画家
表情：👩‍🎨	女漫画家
表情：👩‍✈️	飞行员
表情：👨‍✈️	男飞行员
表情：👩‍✈️	女飞行员
表情：👩‍🚀	宇航员
表情：👨‍🚀	男宇航员
表情：👩‍🚀	女宇航员
表情：👩‍🚒	消防员
表情：👨‍🚒	男消防员
表情：👩‍🚒	女消防员
表情：👮‍♀️	警官
表情：👮‍♀️	警察
表情：👮‍♂️	男警官
表情：👮‍♂️	男警察
表情：👮‍♀️	女警官
表情：👮‍♀️	女警察
表情：🕵️‍♀️	侦探
表情：🕵️‍♂️	男侦探
表情：🕵️‍♀️	女侦探
表情：💂‍♀️	卫兵
表情：💂‍♀️	卫士
表情：💂‍♂️	男卫兵
表情：💂‍♂️	男卫士
表情：💂‍♀️	女卫兵
表情：💂‍♀️	女卫士
表情：🥷	忍者
表情：🥷	忍术
表情：👷‍♀️	工人
表情：👷‍♀️	建筑工
表情：👷‍♀️	建筑工人
表情：👷‍♀️	农民工
表情：👷‍♂️	男工人
表情：👷‍♂️	男建筑工
表情：👷‍♂️	男建筑工人
表情：👷‍♂️	男农民工
表情：👷‍♀️	女工人
表情：👷‍♀️	女建筑工
表情：👷‍♀️	女建筑工人
表情：👷‍♀️	女农民工
表情：🫅	君主
表情：🫅	戴王冠的人
表情：🤴	王子
表情：🤴	小王子
表情：🤴	国王
表情：👸	公主
表情：👸	小公主
表情：👸	女王
表情：👸	女皇
表情：🧕	头巾
表情：👳‍♀️	戴头巾
表情：👳‍♀️	戴头巾的人
表情：👲	中国帽
表情：👲	瓜皮帽
表情：👲	地主
表情：🧕	穆斯林
表情：🤵‍♂️	新郎
表情：🤵‍♂️	礼服
表情：🤵‍♂️	燕尾服
表情：🤵‍♂️	西服
表情：🤵‍♂️	西装
表情：🤵‍♀️	女新郎
表情：👰‍♂️	男新娘
表情：👰‍♀️	戴头纱的人
表情：👰‍♀️	头纱
表情：👰‍♀️	婚纱
表情：👰‍♀️	新娘
表情：👰‍♀️	新娘子
表情：🤰	孕妇
表情：🤰	怀孕
表情：🫃	大肚子
表情：🤰	怀了
表情：🤰	孕肚
表情：🫃	男人怀孕
表情：🫃	怀孕的男人
表情：🫃	啤酒肚
表情：🫃	将军肚
表情：👩‍🍼	哺乳
表情：🤱	母乳
表情：🤱	母乳喂养
表情：🤱	喂奶
表情：👩‍🍼	哺乳的女人
表情：👩‍🍼	奶妈
表情：👨‍🍼	哺乳的男人
表情：👨‍🍼	奶爸
表情：👼	天使宝宝
表情：👼	小天使
表情：👼	天使
表情：🎅	圣诞老人
表情：🤶	圣诞夫人
表情：🤶	圣诞奶奶
表情：🦸‍♀️	超人
表情：🦸‍♀️	超级英雄
表情：🦸‍♂️	男超人
表情：🦸‍♂️	男超级英雄
表情：🦸‍♀️	女超人
表情：🦸‍♀️	女超级英雄
表情：🦹‍♀️	反派
表情：🦹‍♀️	坏蛋
表情：🦹‍♀️	超级大反派
表情：🦹‍♀️	大反派
表情：🦹‍♂️	男反派
表情：🦹‍♂️	男坏蛋
表情：🦹‍♂️	男超级大反派
表情：🦹‍♂️	男大反派
表情：🦹‍♀️	女反派
表情：🦹‍♀️	女坏蛋
表情：🦹‍♀️	女超级大反派
表情：🦹‍♀️	女大反派
表情：🧙‍♀️	法师
表情：🧙‍♀️	魔法师
表情：🧙‍♀️	魔术师
表情：🧙‍♂️	男法师
表情：🧙‍♂️	男魔法师
表情：🧙‍♂️	男魔术师
表情：🧙‍♂️	男巫
表情：🧙‍♀️	女法师
表情：🧙‍♀️	女魔法师
表情：🧙‍♀️	女魔术师
表情：🧙‍♀️	女巫
表情：🧚‍♀️	妖精
表情：🧚‍♀️	小精灵
表情：🧚‍♀️	小仙子
表情：🧚‍♀️	小仙女
表情：🧛‍♀️	吸血鬼
表情：🧛‍♀️	德古拉
表情：🧛‍♂️	男吸血鬼
表情：🧛‍♀️	女吸血鬼
表情：🧜‍♀️	人鱼
表情：🧜‍♂️	美男鱼
表情：🧜‍♂️	男人鱼
表情：🧜‍♂️	海王
表情：🧜‍♀️	美人鱼
表情：🧝‍♀️	精灵
表情：🧝‍♂️	男精灵
表情：🧝‍♀️	精灵族
表情：🧝‍♀️	女精灵
表情：🧞‍♀️	阿拉丁
表情：🧞‍♀️	阿拉丁神灯
表情：🧞‍♀️	灯神
表情：🧞‍♂️	男灯神
表情：🧞‍♀️	女灯神
表情：🧟‍♀️	僵尸
表情：🧟‍♀️	丧尸
表情：🧟‍♀️	行尸走肉
表情：🧟‍♂️	男僵尸
表情：🧟‍♂️	男丧尸
表情：🧟‍♂️	男行尸走肉
表情：🧟‍♀️	女僵尸
表情：🧟‍♀️	女丧尸
表情：🧟‍♀️	女行尸走肉
表情：🧌	巨怪
表情：🧌	穴居巨怪
表情：💆‍♀️	按摩
表情：💆‍♀️	美容
表情：💇‍♀️	剪头
表情：💇‍♀️	剪发
表情：💇‍♀️	理发
表情：💇‍♀️	理头
表情：💇‍♀️	剪头发
表情：💇‍♀️	理头发
表情：💇‍♀️	做造型
表情：💇‍♀️	美容美发
表情：🚶‍♀️	走路
表情：🚶‍♀️	徒步
表情：🚶‍♀️	行走
表情：🧍‍♀️	站着
表情：🧍‍♀️	站立
表情：🧍‍♀️	站立者
表情：🧍‍♂️	站立的男人
表情：🧍‍♂️	哥哥
表情：🧍‍♂️	弟弟
表情：🧍‍♂️	男仔
表情：🧍‍♀️	站立的女人
表情：🧍‍♀️	姐姐
表情：🧍‍♀️	妹妹
表情：🧍‍♀️	女仔
表情：🧎‍♀️	跪坐
表情：👩‍🦯	拄盲杖的人
表情：👩‍🦯	拿着白手杖的人
表情：👩‍🦼	坐电动轮椅的人
表情：👨‍🦼	坐电动轮椅的男人
表情：🦼	电动轮椅
表情：👩‍🦼	坐电动轮椅的女人
表情：👩‍🦽	坐手动轮椅的人
表情：👨‍🦽	坐手动轮椅的男人
表情：🦽	手动轮椅
表情：👩‍🦽	坐手动轮椅的女人
表情：🏃‍♀️	跑步
表情：🏃‍♀️	跑步者
表情：🏃‍♀️	马拉松
表情：🕺	跳舞
表情：💃	跳舞的女人
表情：💃	舞女
表情：🕺	跳舞的男人
表情：🕺	舞者
表情：🕴	浮在地面上的西装男
表情：👯‍♂️	兔先生
表情：👯‍♀️	兔耳朵
表情：👯‍♀️	兔女郎
表情：🧖‍♀️	桑拿
表情：🧖‍♀️	蒸房
表情：🧖‍♀️	蒸桑拿
表情：🧖‍♀️	蒸房里的人
表情：🧖‍♂️	蒸房里的男人
表情：🧖‍♀️	蒸房里的女人
表情：🧗‍♀️	攀岩者
表情：🧗‍♀️	攀爬的人
表情：🧗‍♀️	登山者
表情：🧗‍♀️	登山
表情：🧗‍♀️	攀山
表情：🧗‍♂️	攀爬的男人
表情：🧗‍♀️	攀爬的女人
表情：🤺	击剑者
表情：🤺	击剑
表情：🤺	击剑选手
表情：🤺	剑斗
表情：🏇	赛马
表情：🏇	骑马
表情：🏇	赛马骑师
表情：⛷️	滑雪
表情：⛷️	滑雪的人
表情：🏂	单板滑雪
表情：🏂	滑雪板
表情：🏌️‍♀️	高尔夫球手
表情：🏌️‍♀️	打高尔夫的人
表情：⛳	高尔夫
表情：🏌️‍♀️	打高尔夫
表情：🏄‍♀️	冲浪者
表情：🏄‍♀️	冲浪
表情：🏄‍♂️	男生冲浪
表情：🏄‍♀️	女生冲浪
表情：🚣‍♀️	划船
表情：🚣‍♀️	划艇
表情：🚣‍♀️	泛舟
表情：🏊‍♀️	游泳者
表情：🏊‍♀️	游泳
表情：🏊‍♀️	泳客
表情：🏊‍♂️	男生游泳
表情：🏊‍♀️	女生游泳
表情：⛹️‍♀️	篮球运动员
表情：⛹️‍♀️	打篮球
表情：⛹️‍♀️	玩篮球
表情：🏋️‍♀️	举重
表情：🏋️‍♀️	举重运动员
表情：🏋️‍♂️	男生举重
表情：🏋️‍♂️	男举重运动员
表情：🏋️‍♀️	女生举重
表情：🏋️‍♀️	女举重运动员
表情：🚴‍♀️	骑车
表情：🚴‍♀️	骑单车
表情：🚴‍♀️	骑自行车
表情：🚵‍♀️	山地车
表情：🚵‍♀️	山地自行车
表情：🚵‍♀️	骑山地车
表情：🤸‍♀️	侧手翻
表情：🤸‍♀️	翻筋斗
表情：🤸‍♀️	翻跟头
表情：🤼‍♀️	摔跤
表情：🤼‍♀️	摔跤选手
表情：🤼‍♀️	格斗
表情：🤽‍♀️	水球
表情：🤽‍♀️	玩水球
表情：🤽‍♂️	男生玩水球
表情：🤽‍♀️	女生玩水球
表情：🤾‍♀️	手球
表情：🤾‍♀️	玩手球
表情：🤾‍♀️	打手球
表情：🤹‍♀️	杂耍
表情：🤹‍♀️	抛接
表情：🤹‍♀️	抛接杂耍
表情：🧘‍♀️	莲花坐的人
表情：🧘‍♀️	莲花坐
表情：🧘‍♀️	全莲花坐
表情：🧘‍♀️	冥想
表情：🧘‍♀️	瑜伽
表情：🧘‍♀️	盘腿
表情：🧘‍♀️	打坐
表情：🧘‍♂️	瑜伽男
表情：🧘‍♂️	盘腿的男人
表情：🧘‍♀️	瑜伽女
表情：🧘‍♀️	盘腿的女人
表情：🛀	洗澡
表情：🛀	洗澡的人
表情：🛀	泡澡
表情：🛀	泡澡的人
表情：🛌	睡觉的人
表情：🛌	躺在床上的人
表情：🛌	床上休息
表情：🧑‍🤝‍🧑	牵手
表情：🧑‍🤝‍🧑	手拉手
表情：👭	两个牵手的女人
表情：👭	两个女人
表情：👭	闺蜜
表情：👫	情侣
表情：👫	牵手的情侣
表情：👫	手拉手的情侣
表情：👬	两个牵手的男人
表情：👬	两个男人
表情：👬	兄弟
表情：👬	基友
表情：👬	好基友
表情：👬	好兄弟
表情：👩‍❤️‍👨	恋爱
表情：👩‍❤️‍👨	谈恋爱
表情：👩‍❤️‍👨	相爱
表情：👨‍❤️‍👨	男同
表情：👨‍❤️‍👨	男同性恋
表情：👩‍❤️‍👩	同性恋
表情：👨‍❤️‍👨	玻璃
表情：👩‍❤️‍👩	女同
表情：👩‍❤️‍👩	女同性恋
表情：👩‍❤️‍👩	拉拉
表情：👨‍👩‍👧‍👧	一家人
表情：👨‍👩‍👧	一家三口
表情：👨‍👩‍👧	三口之家
表情：👨‍👩‍👧‍👧	一家四口
表情：👨‍👩‍👧‍👧	四口之家
表情：👨‍👦	父子
表情：👨‍👧	父女
表情：👩‍👦	母子
表情：👩‍👧	母女
表情：🫂	剪影
表情：🗣	讲话
表情：🗣	讲话者
表情：🗣	讲话者的头部剪影
表情：🗣	头部剪影
表情：👤	人物剪影
表情：👥	半身像
表情：👤	头像
表情：👥	双人像
表情：👥	双人
表情：🫂	拥抱的人
表情：🫂	抱在一起
表情：👣	脚印
表情：👣	足迹
表情：🏿	肤色
表情：🏻	浅肤色
表情：🏼	中等浅肤色
表情：🏼	较浅肤色
表情：🏽	中等肤色
表情：🏾	中等深肤色
表情：🏾	较深肤色
表情：🏿	深肤色
表情：🦰	赤发
表情：🐒	猴
表情：🐵	猴脸
表情：🐵	猴头
表情：🐒	猴子
表情：🐒	马骝
表情：🦍	大猩猩
表情：🦧	猩猩
表情：🦧	红毛猩猩
表情：🦧	人猿
表情：🐕	狗
表情：🐶	狗脸
表情：🐶	狗头
表情：🐕	小狗
表情：🐶	Doge
表情：🐶	旺柴
表情：🐶	旺财
表情：🐶	狗仔
表情：🐕	犬
表情：🐕	狗子
表情：🐕	狗狗
表情：🦮	导盲犬
表情：🦮	金毛
表情：🦮	金毛犬
表情：🦮	金毛寻回犬
表情：🐕‍🦺	工作犬
表情：🐕‍🦺	服务犬
表情：🐩	贵宾犬
表情：🐩	卷毛狗
表情：🐺	狼
表情：🐺	狼脸
表情：🐺	狼头
表情：🦊	狐狸
表情：🦊	狐狸脸
表情：🦊	狐狸偷
表情：🦝	浣熊
表情：🦝	小浣熊
表情：🦝	干脆面
表情：🦝	干脆面君
表情：🐱	猫
表情：🐈	猫咪
表情：🐈	小猫咪
表情：🐱	猫脸
表情：🐱	猫头
表情：🐈	小猫
表情：🐱	喵
表情：🐱	喵喵
表情：🐱	喵喵喵
表情：🐱	喵喵叫
表情：🐈	橘猫
表情：🐈‍⬛	黑猫
表情：🐈‍⬛	小黑猫
表情：🦁	狮
表情：🦁	狮子
表情：🦁	狮脸
表情：🦁	狮头
表情：🦁	狮子脸
表情：🦁	狮子头
表情：🐯	虎
表情：🐯	虎脸
表情：🐯	虎头
表情：🐅	老虎
表情：🐯	老虎脸
表情：🐯	老虎头
表情：🐆	猎豹
表情：🐆	豹
表情：🐆	豹子
表情：🐎	马
表情：🐎	马儿
表情：🐴	马脸
表情：🐴	马头
表情：🫎	驼鹿
表情：🫎	驼鹿脸
表情：🫎	驼鹿头
表情：🫎	鹿角
表情：🫎	马鹿
表情：🫏	驴
表情：🫏	小驴
表情：🫏	驴儿
表情：🐎	小马
表情：🐎	骏马
表情：🦄	独角兽
表情：🦄	独角兽脸
表情：🦄	独角兽头
表情：🦓	斑马
表情：🦌	鹿
表情：🦌	麋鹿
表情：🦬	大野牛
表情：🦬	野牛
表情：🐮	牛
表情：🐮	牛脸
表情：🐮	牛头
表情：🐮	牛牛
表情：🐮	小牛
表情：🐂	公牛
表情：🐃	水牛
表情：🐄	奶牛
表情：🐖	猪
表情：🐖	猪猪
表情：🐷	猪脸
表情：🐷	猪头
表情：🐷	懒猪
表情：🐷	小猪
表情：🐗	野猪
表情：🐽	猪鼻子
表情：🐽	猪鼻
表情：🐏	公羊
表情：🐑	绵羊
表情：🐑	羊
表情：🐑	羊羊
表情：🐑	小羊
表情：🐐	山羊
表情：🐫	骆驼
表情：🐪	单峰骆驼
表情：🐫	双峰骆驼
表情：🦙	羊驼
表情：🦙	草泥马
表情：🦒	长颈鹿
表情：🦒	麒麟鹿
表情：🐘	大象
表情：🦣	猛犸象
表情：🦏	犀牛
表情：🦛	河马
表情：🐀	老鼠
表情：🐀	耗子
表情：🐭	鼠脸
表情：🐭	鼠
表情：🐭	老鼠脸
表情：🐭	鼠头
表情：🐭	老鼠头
表情：🐁	白鼠
表情：🐁	小白鼠
表情：🐁	小老鼠
表情：🐹	仓鼠
表情：🐹	仓鼠脸
表情：🐹	仓鼠头
表情：🐰	兔
表情：🐇	兔子
表情：🐰	兔脸
表情：🐰	兔子脸
表情：🐰	兔头
表情：🐰	兔子头
表情：🐇	小兔子
表情：🐇	小白兔
表情：🐇	大白兔
表情：🐿	松鼠
表情：🐿	花栗鼠
表情：🦫	河狸
表情：🦫	海狸
表情：🦔	刺猬
表情：🦇	蝙蝠
表情：🦇	蟙䘃
表情：🐻	熊
表情：🐻	熊脸
表情：🐻	熊头
表情：🐻	小熊
表情：🐻‍❄️	北极熊
表情：🐻‍❄️	北极熊脸
表情：🐻‍❄️	北极熊头
表情：🐨	考拉
表情：🐨	树袋熊
表情：🐨	无尾熊
表情：🐼	熊猫
表情：🐼	大熊猫
表情：🐼	猫熊
表情：🐼	胖达
表情：🐼	国宝
表情：🐼	熊猫脸
表情：🐼	熊猫头
表情：🐼	熊猫人
表情：🐼	panda
表情：🦥	树懒
表情：🦥	树懒先生
表情：🦥	慢吞吞
表情：🦦	水獭
表情：🦦	海獭
表情：🦨	鼬
表情：🦨	臭鼬
表情：🦘	袋鼠
表情：🦡	獾
表情：🦡	蜜獾
表情：🐾	掌印
表情：🐾	爪印
表情：🐾	动物脚印
表情：🦃	火鸡
表情：🐔	鸡
表情：🐔	鸡头
表情：🐔	鸡巴
表情：🐓	公鸡
表情：🐓	母鸡
表情：🐓	大公鸡
表情：🐓	大母鸡
表情：🐣	孵化小鸡
表情：🐥	小鸡
表情：🐣	小鸡破壳
表情：🐣	破壳
表情：🐣	出生
表情：🐤	小鸡头
